"","Item","Suport","Confidence"
"20692","{chocolate,long life bakery product,mustard,other vegetables}","7","0.00278552"
"20693","{chocolate,long life bakery product,mustard,tropical fruit}","5","0.00198965"
"20694","{chocolate,long life bakery product,mustard,whole milk}","5","0.00198965"
"20695","{chocolate,long life bakery product,napkins}","11","0.00437724"
"20696","{chocolate,long life bakery product,napkins,other vegetables}","5","0.00198965"
"20697","{chocolate,long life bakery product,napkins,other vegetables,whole milk}","5","0.00198965"
"20698","{chocolate,long life bakery product,napkins,pastry}","6","0.00238758"
"20699","{chocolate,long life bakery product,napkins,pastry,soda}","5","0.00198965"
"20700","{chocolate,long life bakery product,napkins,pip fruit}","5","0.00198965"
"20701","{chocolate,long life bakery product,napkins,rolls/buns}","5","0.00198965"
"20702","{chocolate,long life bakery product,napkins,soda}","6","0.00238758"
"20703","{chocolate,long life bakery product,napkins,tropical fruit}","5","0.00198965"
"20704","{chocolate,long life bakery product,napkins,tropical fruit,whole milk}","5","0.00198965"
"20705","{chocolate,long life bakery product,napkins,whole milk}","8","0.00318345"
"20706","{chocolate,long life bakery product,napkins,yogurt}","5","0.00198965"
"20707","{chocolate,long life bakery product,newspapers}","5","0.00198965"
"20708","{chocolate,long life bakery product,oil}","6","0.00238758"
"20709","{chocolate,long life bakery product,oil,whole milk}","5","0.00198965"
"20710","{chocolate,long life bakery product,onions}","7","0.00278552"
"20711","{chocolate,long life bakery product,onions,other vegetables}","6","0.00238758"
"20712","{chocolate,long life bakery product,other vegetables}","23","0.00915241"
"20713","{chocolate,long life bakery product,other vegetables,pastry}","5","0.00198965"
"20714","{chocolate,long life bakery product,other vegetables,pip fruit}","8","0.00318345"
"20715","{chocolate,long life bakery product,other vegetables,pip fruit,whole milk}","7","0.00278552"
"20716","{chocolate,long life bakery product,other vegetables,rolls/buns}","6","0.00238758"
"20717","{chocolate,long life bakery product,other vegetables,rolls/buns,whole milk}","6","0.00238758"
"20718","{chocolate,long life bakery product,other vegetables,rolls/buns,whole milk,yogurt}","5","0.00198965"
"20719","{chocolate,long life bakery product,other vegetables,rolls/buns,yogurt}","5","0.00198965"
"20720","{chocolate,long life bakery product,other vegetables,root vegetables}","8","0.00318345"
"20721","{chocolate,long life bakery product,other vegetables,root vegetables,whole milk}","6","0.00238758"
"20722","{chocolate,long life bakery product,other vegetables,sausage}","6","0.00238758"
"20723","{chocolate,long life bakery product,other vegetables,tropical fruit}","10","0.00397931"
"20724","{chocolate,long life bakery product,other vegetables,tropical fruit,whole milk}","7","0.00278552"
"20725","{chocolate,long life bakery product,other vegetables,tropical fruit,whole milk,yogurt}","5","0.00198965"
"20726","{chocolate,long life bakery product,other vegetables,tropical fruit,yogurt}","6","0.00238758"
"20727","{chocolate,long life bakery product,other vegetables,whipped/sour cream}","6","0.00238758"
"20728","{chocolate,long life bakery product,other vegetables,whipped/sour cream,whole milk}","5","0.00198965"
"20729","{chocolate,long life bakery product,other vegetables,whipped/sour cream,whole milk,yogurt}","5","0.00198965"
"20730","{chocolate,long life bakery product,other vegetables,whipped/sour cream,yogurt}","5","0.00198965"
"20731","{chocolate,long life bakery product,other vegetables,white bread}","6","0.00238758"
"20732","{chocolate,long life bakery product,other vegetables,white bread,yogurt}","6","0.00238758"
"20733","{chocolate,long life bakery product,other vegetables,whole milk}","16","0.00636689"
"20734","{chocolate,long life bakery product,other vegetables,whole milk,yogurt}","9","0.00358138"
"20735","{chocolate,long life bakery product,other vegetables,yogurt}","12","0.00477517"
"20736","{chocolate,long life bakery product,pastry}","11","0.00437724"
"20737","{chocolate,long life bakery product,pastry,soda}","6","0.00238758"
"20738","{chocolate,long life bakery product,pastry,tropical fruit}","6","0.00238758"
"20739","{chocolate,long life bakery product,pastry,whole milk}","6","0.00238758"
"20740","{chocolate,long life bakery product,pip fruit}","13","0.0051731"
"20741","{chocolate,long life bakery product,pip fruit,tropical fruit}","5","0.00198965"
"20742","{chocolate,long life bakery product,pip fruit,whole milk}","10","0.00397931"
"20743","{chocolate,long life bakery product,rolls/buns}","13","0.0051731"
"20744","{chocolate,long life bakery product,rolls/buns,soda}","7","0.00278552"
"20745","{chocolate,long life bakery product,rolls/buns,whole milk}","7","0.00278552"
"20746","{chocolate,long life bakery product,rolls/buns,whole milk,yogurt}","5","0.00198965"
"20747","{chocolate,long life bakery product,rolls/buns,yogurt}","7","0.00278552"
"20748","{chocolate,long life bakery product,root vegetables}","9","0.00358138"
"20749","{chocolate,long life bakery product,root vegetables,whole milk}","7","0.00278552"
"20750","{chocolate,long life bakery product,salty snack}","7","0.00278552"
"20751","{chocolate,long life bakery product,salty snack,whole milk}","5","0.00198965"
"20752","{chocolate,long life bakery product,sausage}","10","0.00397931"
"20753","{chocolate,long life bakery product,sausage,whole milk}","7","0.00278552"
"20754","{chocolate,long life bakery product,sausage,yogurt}","5","0.00198965"
"20755","{chocolate,long life bakery product,shopping bags}","7","0.00278552"
"20756","{chocolate,long life bakery product,sliced cheese}","5","0.00198965"
"20757","{chocolate,long life bakery product,soda}","14","0.00557103"
"20758","{chocolate,long life bakery product,soda,tropical fruit}","5","0.00198965"
"20759","{chocolate,long life bakery product,soda,tropical fruit,whole milk}","5","0.00198965"
"20760","{chocolate,long life bakery product,soda,whole milk}","9","0.00358138"
"20761","{chocolate,long life bakery product,soda,yogurt}","5","0.00198965"
"20762","{chocolate,long life bakery product,soft cheese}","6","0.00238758"
"20763","{chocolate,long life bakery product,soft cheese,whole milk}","5","0.00198965"
"20764","{chocolate,long life bakery product,specialty bar}","8","0.00318345"
"20765","{chocolate,long life bakery product,tropical fruit}","18","0.00716275"
"20766","{chocolate,long life bakery product,tropical fruit,whole milk}","12","0.00477517"
"20767","{chocolate,long life bakery product,tropical fruit,whole milk,yogurt}","6","0.00238758"
"20768","{chocolate,long life bakery product,tropical fruit,yogurt}","7","0.00278552"
"20769","{chocolate,long life bakery product,waffles}","9","0.00358138"
"20770","{chocolate,long life bakery product,whipped/sour cream}","9","0.00358138"
"20771","{chocolate,long life bakery product,whipped/sour cream,whole milk}","6","0.00238758"
"20772","{chocolate,long life bakery product,whipped/sour cream,whole milk,yogurt}","5","0.00198965"
"20773","{chocolate,long life bakery product,whipped/sour cream,yogurt}","5","0.00198965"
"20774","{chocolate,long life bakery product,white bread}","10","0.00397931"
"20775","{chocolate,long life bakery product,white bread,whole milk}","7","0.00278552"
"20776","{chocolate,long life bakery product,white bread,whole milk,yogurt}","5","0.00198965"
"20777","{chocolate,long life bakery product,white bread,yogurt}","7","0.00278552"
"20778","{chocolate,long life bakery product,whole milk}","30","0.0119379"
"20779","{chocolate,long life bakery product,whole milk,yogurt}","11","0.00437724"
"20780","{chocolate,long life bakery product,yogurt}","17","0.00676482"
"20781","{chocolate,margarine}","31","0.0123359"
"20782","{chocolate,margarine,napkins}","9","0.00358138"
"20783","{chocolate,margarine,napkins,soda}","5","0.00198965"
"20784","{chocolate,margarine,napkins,whole milk}","5","0.00198965"
"20785","{chocolate,margarine,napkins,yogurt}","5","0.00198965"
"20786","{chocolate,margarine,newspapers}","5","0.00198965"
"20787","{chocolate,margarine,oil}","5","0.00198965"
"20788","{chocolate,margarine,other vegetables}","13","0.0051731"
"20789","{chocolate,margarine,other vegetables,rolls/buns}","5","0.00198965"
"20790","{chocolate,margarine,other vegetables,whole milk}","10","0.00397931"
"20791","{chocolate,margarine,other vegetables,yogurt}","5","0.00198965"
"20792","{chocolate,margarine,pastry}","7","0.00278552"
"20793","{chocolate,margarine,pip fruit}","9","0.00358138"
"20794","{chocolate,margarine,pip fruit,whole milk}","5","0.00198965"
"20795","{chocolate,margarine,pork}","5","0.00198965"
"20796","{chocolate,margarine,rolls/buns}","9","0.00358138"
"20797","{chocolate,margarine,rolls/buns,whole milk}","5","0.00198965"
"20798","{chocolate,margarine,root vegetables}","6","0.00238758"
"20799","{chocolate,margarine,root vegetables,whole milk}","5","0.00198965"
"20800","{chocolate,margarine,sausage}","8","0.00318345"
"20801","{chocolate,margarine,sausage,whole milk}","7","0.00278552"
"20802","{chocolate,margarine,soda}","10","0.00397931"
"20803","{chocolate,margarine,soda,whole milk}","5","0.00198965"
"20804","{chocolate,margarine,soda,yogurt}","5","0.00198965"
"20805","{chocolate,margarine,sugar}","7","0.00278552"
"20806","{chocolate,margarine,tropical fruit}","8","0.00318345"
"20807","{chocolate,margarine,tropical fruit,whole milk}","5","0.00198965"
"20808","{chocolate,margarine,tropical fruit,yogurt}","5","0.00198965"
"20809","{chocolate,margarine,waffles}","5","0.00198965"
"20810","{chocolate,margarine,whipped/sour cream}","7","0.00278552"
"20811","{chocolate,margarine,whipped/sour cream,yogurt}","5","0.00198965"
"20812","{chocolate,margarine,white bread}","5","0.00198965"
"20813","{chocolate,margarine,whole milk}","17","0.00676482"
"20814","{chocolate,margarine,whole milk,yogurt}","6","0.00238758"
"20815","{chocolate,margarine,yogurt}","11","0.00437724"
"20816","{chocolate,mayonnaise}","16","0.00636689"
"20817","{chocolate,mayonnaise,mustard}","5","0.00198965"
"20818","{chocolate,mayonnaise,oil}","5","0.00198965"
"20819","{chocolate,mayonnaise,onions}","5","0.00198965"
"20820","{chocolate,mayonnaise,other vegetables}","11","0.00437724"
"20821","{chocolate,mayonnaise,other vegetables,root vegetables}","5","0.00198965"
"20822","{chocolate,mayonnaise,other vegetables,sausage}","5","0.00198965"
"20823","{chocolate,mayonnaise,other vegetables,tropical fruit}","5","0.00198965"
"20824","{chocolate,mayonnaise,other vegetables,whole milk}","5","0.00198965"
"20825","{chocolate,mayonnaise,root vegetables}","6","0.00238758"
"20826","{chocolate,mayonnaise,sausage}","5","0.00198965"
"20827","{chocolate,mayonnaise,soda}","5","0.00198965"
"20828","{chocolate,mayonnaise,tropical fruit}","5","0.00198965"
"20829","{chocolate,mayonnaise,whipped/sour cream}","5","0.00198965"
"20830","{chocolate,mayonnaise,whole milk}","8","0.00318345"
"20831","{chocolate,mayonnaise,yogurt}","5","0.00198965"
"20832","{chocolate,meat}","12","0.00477517"
"20833","{chocolate,meat,other vegetables}","6","0.00238758"
"20834","{chocolate,meat,other vegetables,whole milk}","5","0.00198965"
"20835","{chocolate,meat,rolls/buns}","5","0.00198965"
"20836","{chocolate,meat,whole milk}","8","0.00318345"
"20837","{chocolate,meat,yogurt}","5","0.00198965"
"20838","{chocolate,meat spreads}","5","0.00198965"
"20839","{chocolate,misc. beverages}","23","0.00915241"
"20840","{chocolate,misc. beverages,other vegetables}","9","0.00358138"
"20841","{chocolate,misc. beverages,other vegetables,soda}","5","0.00198965"
"20842","{chocolate,misc. beverages,rolls/buns}","5","0.00198965"
"20843","{chocolate,misc. beverages,shopping bags}","6","0.00238758"
"20844","{chocolate,misc. beverages,soda}","12","0.00477517"
"20845","{chocolate,misc. beverages,soda,tropical fruit}","5","0.00198965"
"20846","{chocolate,misc. beverages,soda,whole milk}","5","0.00198965"
"20847","{chocolate,misc. beverages,tropical fruit}","6","0.00238758"
"20848","{chocolate,misc. beverages,whole milk}","9","0.00358138"
"20849","{chocolate,mustard}","15","0.00596896"
"20850","{chocolate,mustard,oil}","8","0.00318345"
"20851","{chocolate,mustard,oil,whole milk}","6","0.00238758"
"20852","{chocolate,mustard,onions}","5","0.00198965"
"20853","{chocolate,mustard,other vegetables}","7","0.00278552"
"20854","{chocolate,mustard,pip fruit}","5","0.00198965"
"20855","{chocolate,mustard,root vegetables}","5","0.00198965"
"20856","{chocolate,mustard,soda}","6","0.00238758"
"20857","{chocolate,mustard,tropical fruit}","6","0.00238758"
"20858","{chocolate,mustard,whole milk}","8","0.00318345"
"20859","{chocolate,napkins}","48","0.0191007"
"20860","{chocolate,napkins,newspapers}","11","0.00437724"
"20861","{chocolate,napkins,newspapers,other vegetables}","6","0.00238758"
"20862","{chocolate,napkins,newspapers,other vegetables,rolls/buns}","5","0.00198965"
"20863","{chocolate,napkins,newspapers,other vegetables,root vegetables}","5","0.00198965"
"20864","{chocolate,napkins,newspapers,rolls/buns}","6","0.00238758"
"20865","{chocolate,napkins,newspapers,rolls/buns,whole milk}","5","0.00198965"
"20866","{chocolate,napkins,newspapers,root vegetables}","6","0.00238758"
"20867","{chocolate,napkins,newspapers,soda}","7","0.00278552"
"20868","{chocolate,napkins,newspapers,soda,whole milk}","5","0.00198965"
"20869","{chocolate,napkins,newspapers,whole milk}","8","0.00318345"
"20870","{chocolate,napkins,oil}","6","0.00238758"
"20871","{chocolate,napkins,onions}","5","0.00198965"
"20872","{chocolate,napkins,other vegetables}","16","0.00636689"
"20873","{chocolate,napkins,other vegetables,pastry}","6","0.00238758"
"20874","{chocolate,napkins,other vegetables,rolls/buns}","10","0.00397931"
"20875","{chocolate,napkins,other vegetables,rolls/buns,root vegetables}","6","0.00238758"
"20876","{chocolate,napkins,other vegetables,rolls/buns,soda}","5","0.00198965"
"20877","{chocolate,napkins,other vegetables,rolls/buns,whole milk}","7","0.00278552"
"20878","{chocolate,napkins,other vegetables,rolls/buns,yogurt}","5","0.00198965"
"20879","{chocolate,napkins,other vegetables,root vegetables}","9","0.00358138"
"20880","{chocolate,napkins,other vegetables,root vegetables,whole milk}","6","0.00238758"
"20881","{chocolate,napkins,other vegetables,sliced cheese}","5","0.00198965"
"20882","{chocolate,napkins,other vegetables,soda}","5","0.00198965"
"20883","{chocolate,napkins,other vegetables,tropical fruit}","5","0.00198965"
"20884","{chocolate,napkins,other vegetables,whole milk}","11","0.00437724"
"20885","{chocolate,napkins,other vegetables,yogurt}","6","0.00238758"
"20886","{chocolate,napkins,pastry}","18","0.00716275"
"20887","{chocolate,napkins,pastry,rolls/buns}","8","0.00318345"
"20888","{chocolate,napkins,pastry,rolls/buns,soda}","5","0.00198965"
"20889","{chocolate,napkins,pastry,sausage}","5","0.00198965"
"20890","{chocolate,napkins,pastry,soda}","8","0.00318345"
"20891","{chocolate,napkins,pastry,tropical fruit}","7","0.00278552"
"20892","{chocolate,napkins,pastry,whole milk}","8","0.00318345"
"20893","{chocolate,napkins,pastry,yogurt}","7","0.00278552"
"20894","{chocolate,napkins,pip fruit}","11","0.00437724"
"20895","{chocolate,napkins,pip fruit,soda}","5","0.00198965"
"20896","{chocolate,napkins,pip fruit,tropical fruit}","6","0.00238758"
"20897","{chocolate,napkins,pip fruit,whole milk}","7","0.00278552"
"20898","{chocolate,napkins,pip fruit,yogurt}","5","0.00198965"
"20899","{chocolate,napkins,pork}","9","0.00358138"
"20900","{chocolate,napkins,pork,root vegetables}","5","0.00198965"
"20901","{chocolate,napkins,pork,soda}","7","0.00278552"
"20902","{chocolate,napkins,pork,soda,whole milk}","5","0.00198965"
"20903","{chocolate,napkins,pork,whole milk}","7","0.00278552"
"20904","{chocolate,napkins,rolls/buns}","17","0.00676482"
"20905","{chocolate,napkins,rolls/buns,root vegetables}","7","0.00278552"
